Company Name,Location,Date,Detail,Status Rocket,Rocket,Status Mission,Year,Month,Country
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1979-02-24 08:20:00+00:00,Atlas-E/F OIS | Solwind,Statusretired,,Success,1979.0,February,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1979-02-13 21:41:00+00:00,Vostok-2M | Cosmos 1077,Statusretired,,Success,1979.0,February,Russia
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1979-02-12 13:00:00+00:00,Tsyklon-3 | Cosmos 1076,Statusretired,,Success,1979.0,February,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1979-02-08 10:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 1075,Statusretired,,Success,1979.0,February,Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan",1979-02-06 08:46:00+00:00,N-I Star-37E | Ayame 1,Statusretired,,Partial Failure,1979.0,February,Japan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1979-01-25 05:43:00+00:00,Vostok-2M | Meteor-Priroda n†­3,Statusretired,,Success,1979.0,January,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1979-01-18 15:42:00+00:00,Molniya-M /Block ML | Molniya-3 n†­78,Statusretired,,Success,1979.0,January,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1979-01-16 17:37:00+00:00,Cosmos-3M (11K65M) | Cosmos 1072,Statusretired,,Success,1979.0,January,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1978-12-28 16:30:00+00:00,Soyuz U | Cosmos 1069,Statusretired,,Success,1978.0,December,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-12-26 15:30:00+00:00,Soyuz U | Cosmos 1068,Statusretired,,Partial Failure,1978.0,December,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-12-26 13:30:00+00:00,Cosmos-3M (11K65M) | Cosmos 1067,Statusretired,,Success,1978.0,December,Russia
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",1978-12-22 22:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 1065,Statusretired,,Success,1978.0,December,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-12-20 20:43:00+00:00,Cosmos-3M (11K65M) | Cosmos 1064,Statusretired,,Partial Failure,1978.0,December,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-12-19 01:35:00+00:00,Vostok-2M | Cosmos 1063,Statusretired,,Success,1978.0,December,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-12-15 13:19:00+00:00,Cosmos-3M (11K65M) | Cosmos 1062,Statusretired,,Success,1978.0,December,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-12-14 15:20:00+00:00,Soyuz U | Cosmos 1061,Statusretired,,Success,1978.0,December,Russia
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-12-14 00:40:00+00:00,Titan III(23)C | DSCS-II 11&12,Statusretired,,Success,1978.0,December,USA
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-12-11 03:59:00+00:00,Atlas-E/F SGS-1 | GPS-4,Statusretired,,Success,1978.0,December,USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1978-12-08 09:30:00+00:00,Soyuz U | Cosmos 1060,Statusretired,,Success,1978.0,December,Kazakhstan
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1978-12-07 15:30:00+00:00,Soyuz U | Cosmos 1059,Statusretired,,Success,1978.0,December,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-12-05 18:12:00+00:00,Cosmos-3M (11K65M) | Cosmos 1051 to 1058,Statusretired,,Success,1978.0,December,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-11-28 16:20:00+00:00,Soyuz U | Cosmos 1050,Statusretired,,Success,1978.0,November,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-11-21 12:00:00+00:00,Soyuz U | Cosmos 1049,Statusretired,,Success,1978.0,November,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-11-16 21:45:00+00:00,Cosmos-3M (11K65M) | Cosmos 1048,Statusretired,,Success,1978.0,November,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1978-11-15 11:45:00+00:00,Soyuz U | Cosmos 1047,Statusretired,,Success,1978.0,November,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-11-13 05:24:00+00:00,Atlas-SLV3D Centaur-D1AR | HEAO-2,Statusretired,,Success,1978.0,November,USA
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1978-11-01 12:00:00+00:00,Soyuz U | Cosmos 1046,Statusretired,,Success,1978.0,November,Russia
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1978-10-26 07:00:00+00:00,Tsyklon-3 | Cosmos 1045 & Radio 1 and 2,Statusretired,,Success,1978.0,October,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-10-17 15:00:00+00:00,Soyuz U | Cosmos 1044,Statusretired,,Success,1978.0,October,Russia
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1978-10-13 11:23:00+00:00,Atlas-E/F Star-37S-ISS | Tiros-N,Statusretired,,Success,1978.0,October,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-10-13 05:19:00+00:00,Molniya-M /Block ML | Molniya-3 n†­77,Statusretired,,Success,1978.0,October,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-10-10 19:44:00+00:00,Vostok-2M | Cosmos 1043,Statusretired,,Success,1978.0,October,Russia
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-10-07 00:28:00+00:00,Atlas-E/F SGS-1 | GPS-3,Statusretired,,Success,1978.0,October,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-10-06 15:30:00+00:00,Soyuz U | Cosmos 1042,Statusretired,,Success,1978.0,October,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-10-04 03:49:00+00:00,Cosmos-3M (11K65M) | Cosmos 1034 to 1041,Statusretired,,Success,1978.0,October,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-10-03 11:00:00+00:00,Soyuz U | Cosmos 1033,Statusretired,,Success,1978.0,October,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-09-19 08:05:00+00:00,Soyuz U | Cosmos 1032,Statusretired,,Success,1978.0,September,Russia
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1978-09-16 05:00:00+00:00,Mu-III H | Jikiken,Statusretired,,Success,1978.0,September,Japan
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1978-09-09 15:00:00+00:00,Soyuz U | Cosmos 1031,Statusretired,,Success,1978.0,September,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-09-06 03:04:00+00:00,Molniya-M /Block 2BL | Cosmos 1030,Statusretired,,Success,1978.0,September,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-08-29 15:00:00+00:00,Soyuz U | Cosmos 1029,Statusretired,,Success,1978.0,August,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-08-22 23:47:00+00:00,Molniya-M /Block ML | Molniya-1 n†­76,Statusretired,,Success,1978.0,August,Russia
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-08-08 07:33:00+00:00,Atlas-SLV3D Centaur-D1AR | Pioneer Venus Multiprobe,Statusretired,,Success,1978.0,August,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-08-05 15:00:00+00:00,Soyuz U | Cosmos 1028,Statusretired,,Success,1978.0,August,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-07-27 04:49:00+00:00,Cosmos-3M (11K65M) | Cosmos 1027,Statusretired,,Success,1978.0,July,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-07-14 15:00:00+00:00,Molniya-M /Block ML | Molniya-1 n†­75,Statusretired,,Success,1978.0,July,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-06-29 22:24:00+00:00,Atlas-SLV3D Centaur-D1AR | Comstar D3,Statusretired,,Success,1978.0,June,USA
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1978-06-28 17:35:00+00:00,Tsyklon-3 | Cosmos 1025,Statusretired,,Success,1978.0,June,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-06-28 02:58:00+00:00,Molniya-M /Block 2BL | Cosmos 1024,Statusretired,,Success,1978.0,June,Russia
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1978-06-27 01:12:00+00:00,Atlas-E/F Agena D | Seasat,Statusretired,,Success,1978.0,June,USA
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-06-21 09:27:00+00:00,Cosmos-3M (11K65M) | Cosmos 1023,Statusretired,,Success,1978.0,June,Russia
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1978-06-14 18:28:00+00:00,Titan IIID | KH-11,Statusretired,,Success,1978.0,June,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-06-12 10:30:00+00:00,Soyuz U | Cosmos 1022,Statusretired,,Success,1978.0,June,Russia
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-06-10 19:08:00+00:00,Titan III(23)C | OPS-9454 (vortex),Statusretired,,Success,1978.0,June,USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1978-06-10 08:35:00+00:00,Soyuz U | Cosmos 1021,Statusretired,,Success,1978.0,June,Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-06-07 22:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 1013 to 1020,Statusretired,,Success,1978.0,June,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-06-02 12:12:00+00:00,Molniya-M /Block ML | Molniya-1 n†­74,Statusretired,,Success,1978.0,June,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-05-23 16:57:00+00:00,Cosmos-3M (11K65M) | Cosmos 1011,Statusretired,,Success,1978.0,May,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-05-23 07:30:00+00:00,Soyuz U | Cosmos 1010,Statusretired,,Success,1978.0,May,Russia
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-05-20 13:13:00+00:00,Atlas-SLV3D Centaur-D1AR | Pioneer Venus Orbiter,Statusretired,,Success,1978.0,May,USA
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1978-05-19 00:21:00+00:00,Tsyklon-2 | Cosmos 1009,Statusretired,,Success,1978.0,May,Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-05-17 14:39:00+00:00,Cosmos-3M (11K65M) | Cosmos 1008,Statusretired,,Success,1978.0,May,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-05-16 10:40:00+00:00,Soyuz U | Cosmos 1007,Statusretired,,Success,1978.0,May,Russia
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-05-13 10:34:00+00:00,Atlas-E/F SGS-1 | GPS-2,Statusretired,,Success,1978.0,May,USA
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-05-12 11:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 1006,Statusretired,,Success,1978.0,May,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-05-12 04:07:00+00:00,Vostok-2M | Cosmos 1005,Statusretired,,Success,1978.0,May,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-05-05 15:30:00+00:00,Soyuz U | Cosmos 1004,Statusretired,,Success,1978.0,May,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-04-20 15:30:00+00:00,Soyuz U | Cosmos 1003,Statusretired,,Success,1978.0,April,Russia
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1978-04-15 16:39:00+00:00,Feng Bao 1 | DDDS 2,Statusretired,,Success,1978.0,April,China
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1978-04-07 00:45:00+00:00,Atlas-SLV3A Agena-D | OPS-8790 (Aquacade-4),Statusretired,,Success,1978.0,April,USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1978-04-06 09:10:00+00:00,Soyuz U | Cosmos 1002,Statusretired,,Success,1978.0,April,Kazakhstan
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-03-31 23:36:00+00:00,Atlas-SLV3D Centaur-D1AR | Intelsat 4A F6,Statusretired,,Success,1978.0,March,USA
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-03-31 14:01:00+00:00,Cosmos-3M (11K65M) | Cosmos 1000,Statusretired,,Success,1978.0,March,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1978-03-30 07:50:00+00:00,Soyuz U | Cosmos 999,Statusretired,,Success,1978.0,March,Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-03-28 01:30:00+00:00,Cosmos-3M (11K65M) | Cosmos 996,Statusretired,,Success,1978.0,March,Russia
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-03-25 18:09:00+00:00,Titan III(23)C | DSCS-II 9&10,Statusretired,,Failure,1978.0,March,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-03-17 10:50:00+00:00,Soyuz U | Cosmos 995,Statusretired,,Success,1978.0,March,Russia
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1978-03-16 18:43:00+00:00,Titan IIID | KH-9 & SSF-D-2,Statusretired,,Success,1978.0,March,USA
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-03-15 15:57:00+00:00,Cosmos-3M (11K65M) | Cosmos 994,Statusretired,,Success,1978.0,March,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-03-10 10:42:00+00:00,Soyuz U | Cosmos 993,Statusretired,,Success,1978.0,March,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1978-03-04 07:40:00+00:00,Soyuz U | Cosmos 992,Statusretired,,Success,1978.0,March,Kazakhstan
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-03-02 22:07:00+00:00,Molniya-M /Block ML | Molniya-1 n†­73,Statusretired,,Success,1978.0,March,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-02-28 06:43:00+00:00,Cosmos-3M (11K65M) | Cosmos 991,Statusretired,,Success,1978.0,February,Russia
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1978-02-25 05:00:00+00:00,Titan III(34)B Agena-D | Jumpseat 5,Statusretired,,Success,1978.0,February,USA
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-02-22 23:44:00+00:00,Atlas-E/F SGS-1 | GPS-1,Statusretired,,Success,1978.0,February,USA
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-02-17 16:33:00+00:00,Cosmos-3M (11K65M) | Cosmos 990,Statusretired,,Success,1978.0,February,Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan",1978-02-16 04:00:00+00:00,N-I | Ume 2,Statusretired,,Success,1978.0,February,Japan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1978-02-14 09:30:00+00:00,Soyuz U | Cosmos 989,Statusretired,,Success,1978.0,February,Kazakhstan
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-02-09 21:17:00+00:00,Atlas-SLV3D Centaur-D1AR | FLTSATCOM-1,Statusretired,,Success,1978.0,February,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-02-08 12:15:00+00:00,Soyuz U | Cosmos 988,Statusretired,,Success,1978.0,February,Russia
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1978-02-04 07:00:00+00:00,Mu-III H | Kyokko,Statusretired,,Success,1978.0,February,Japan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-01-31 14:50:00+00:00,Soyuz U | Cosmos 987,Statusretired,,Success,1978.0,January,Russia
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1978-01-26 04:58:00+00:00,Long March 2 | FSW-0 No.3,Statusretired,,Success,1978.0,January,China
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1978-01-24 09:50:00+00:00,Soyuz U | Cosmos 986,Statusretired,,Success,1978.0,January,Kazakhstan
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-01-24 06:51:00+00:00,Molniya-M /Block ML | Molniya-3 n†­72,Statusretired,,Success,1978.0,January,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1978-01-17 03:26:00+00:00,Cosmos-3M (11K65M) | Cosmos 985,Statusretired,,Success,1978.0,January,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-01-13 15:15:00+00:00,Soyuz U | Cosmos 984,Statusretired,,Success,1978.0,January,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1978-01-10 20:51:00+00:00,Cosmos-3M (11K65M) | Cosmos 976 to 983,Statusretired,,Success,1978.0,January,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1978-01-10 13:23:00+00:00,Vostok-2M | Cosmos 975,Statusretired,,Success,1978.0,January,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-01-07 00:15:00+00:00,Atlas-SLV3D Centaur-D1AR | Intelsat 4A F3,Statusretired,,Success,1978.0,January,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1978-01-06 15:50:00+00:00,Soyuz U | Cosmos 974,Statusretired,,Success,1978.0,January,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1977-12-27 09:20:00+00:00,Soyuz U | Cosmos 973,Statusretired,,Success,1977.0,December,Kazakhstan
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1977-12-27 08:00:00+00:00,Tsyklon-3 | Cosmos 972,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-12-23 16:24:00+00:00,Cosmos-3M (11K65M) | Cosmos 971,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977-12-21 10:35:00+00:00,Tsyklon-2 | Cosmos 970,Statusretired,,Success,1977.0,December,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-12-20 15:50:00+00:00,Soyuz U | Cosmos 969,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-12-16 04:25:00+00:00,Cosmos-3M (11K65M) | Cosmos 968,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-12-14 09:30:00+00:00,Vostok-2M | Meteor-2 n†­3,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1977-12-13 15:53:00+00:00,Cosmos-3M (11K65M) | Cosmos 967,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1977-12-12 09:40:00+00:00,Soyuz U | Cosmos 966,Statusretired,,Success,1977.0,December,Kazakhstan
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1977-12-11 22:45:00+00:00,Atlas-SLV3A Agena-D | OPS-4258 (Aquacade-3),Statusretired,,Success,1977.0,December,USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1977-12-10 01:18:00+00:00,Soyuz U | Soyuz 26,Statusretired,,Success,1977.0,December,Kazakhstan
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1977-12-08 17:45:00+00:00,Atlas-E/F MSD | NOSS-2,Statusretired,,Success,1977.0,December,USA
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1977-12-08 11:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 965,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-12-04 12:00:00+00:00,Soyuz U | Cosmos 964,Statusretired,,Success,1977.0,December,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-11-29 07:05:00+00:00,Cosmos-3M (11K65M) | Tsikada n†­3,Statusretired,,Failure,1977.0,November,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-11-24 14:30:00+00:00,Cosmos-3M (11K65M) | Cosmos 963,Statusretired,,Success,1977.0,November,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-10-28 16:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 962,Statusretired,,Success,1977.0,October,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1977-10-28 01:37:00+00:00,Molniya-M /Block ML | Molniya-3 n†­71,Statusretired,,Success,1977.0,October,Russia
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977-10-26 05:14:00+00:00,Tsyklon-2 | Cosmos 961,Statusretired,,Success,1977.0,October,Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-10-25 05:25:00+00:00,Cosmos-3M (11K65M) | Cosmos 960,Statusretired,,Success,1977.0,October,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-10-21 10:05:00+00:00,Cosmos-3M (11K65M) | Cosmos 959,Statusretired,,Success,1977.0,October,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-10-11 15:14:00+00:00,Soyuz U | Cosmos 958,Statusretired,,Success,1977.0,October,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1977-10-09 02:40:00+00:00,Soyuz U | Soyuz 25,Statusretired,,Success,1977.0,October,Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1977-09-30 09:46:00+00:00,Soyuz U | Cosmos 957,Statusretired,,Success,1977.0,September,Kazakhstan
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1977-09-30 01:02:00+00:00,Atlas-SLV3D Centaur-D1AR | Intelsat 4A F5,Statusretired,,Failure,1977.0,September,USA
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1977-09-24 10:15:00+00:00,Tsyklon-3 | Cosmos 956,Statusretired,,Success,1977.0,September,Russia
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1977-09-23 18:34:00+00:00,Titan III(24)B | OPS 7471,Statusretired,,Success,1977.0,September,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-09-20 01:00:00+00:00,Vostok-2M | Cosmos 955,Statusretired,,Success,1977.0,September,Russia
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977-09-18 13:48:00+00:00,Tsyklon-2 | Cosmos 954,Statusretired,,Success,1977.0,September,Kazakhstan
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1977-09-16 14:30:00+00:00,Soyuz U | Cosmos 953,Statusretired,,Success,1977.0,September,Russia
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977-09-16 14:25:00+00:00,Tsyklon-2 | Cosmos 952,Statusretired,,Success,1977.0,September,Kazakhstan
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1977-09-14 00:15:00+00:00,Feng Bao 1 | DDDS 1,Statusretired,,Success,1977.0,September,China
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-09-13 19:59:00+00:00,Cosmos-3M (11K65M) | Cosmos 951,Statusretired,,Success,1977.0,September,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1977-09-13 15:10:00+00:00,Soyuz U | Cosmos 950,Statusretired,,Success,1977.0,September,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1977-09-06 17:30:00+00:00,Soyuz U | Cosmos 949,Statusretired,,Success,1977.0,September,Russia
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1977-09-05 12:56:00+00:00,Titan IIIE | Voyager 1,Statusretired,,Success,1977.0,September,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-09-02 09:00:00+00:00,Soyuz U | Cosmos 948,Statusretired,,Success,1977.0,September,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1977-08-30 18:06:00+00:00,Molniya-M /Block ML | Molniya-1 n†­70,Statusretired,,Success,1977.0,August,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-08-27 10:09:00+00:00,Soyuz U | Cosmos 947,Statusretired,,Success,1977.0,August,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-08-24 18:20:00+00:00,Cosmos-3M (11K65M) | Cosmos 939 to 946,Statusretired,,Success,1977.0,August,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-08-24 14:29:00+00:00,Soyuz U | Cosmos 938,Statusretired,,Success,1977.0,August,Russia
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977-08-24 07:07:00+00:00,Tsyklon-2 | Cosmos 937,Statusretired,,Success,1977.0,August,Kazakhstan
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1977-08-20 14:29:00+00:00,Titan IIIE | Voyager 2,Statusretired,,Success,1977.0,August,USA
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1977-08-12 06:29:00+00:00,Atlas-SLV3D Centaur-D1AR | HEAO-1,Statusretired,,Success,1977.0,August,USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1977-08-10 10:40:00+00:00,Soyuz U | Zenit-4MKM n†­399,Statusretired,,Failure,1977.0,August,Kazakhstan
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1977-08-03 14:01:00+00:00,Soyuz U | Cosmos 936,Statusretired,,Success,1977.0,August,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-07-29 08:00:00+00:00,Soyuz U | Cosmos 935,Statusretired,,Success,1977.0,July,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1977-07-27 18:07:00+00:00,Soyuz U | Cosmos 934,Statusretired,,Success,1977.0,July,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1977-07-22 10:00:00+00:00,Cosmos-3M (11K65M) | Cosmos 933,Statusretired,,Success,1977.0,July,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1977-07-20 07:35:00+00:00,Soyuz U | Cosmos 932,Statusretired,,Success,1977.0,July,Kazakhstan
